emp_no,first_name,last_name,title,from_date,to_date
425304,Muzhong,McAffer,Senior Engineer,1995-06-06,9999-01-01
425310,Nirmal,Chenney,Engineer,1999-07-13,9999-01-01
425316,Reinhold,Chaudhuri,Staff,1999-01-08,2001-08-12
425317,Tesuya,Hettesheimer,Staff,1998-11-01,9999-01-01
425325,Alejandro,Rullman,Senior Staff,1996-12-27,9999-01-01
425326,Shigehito,Roisin,Senior Staff,2002-03-15,9999-01-01
425328,Theron,Salvesen,Senior Staff,1993-07-13,9999-01-01
425336,Poorav,Gammage,Senior Engineer,1994-03-28,9999-01-01
425339,Shounak,Syrzycki,Senior Staff,1999-11-11,9999-01-01
425344,Christ,Nanard,Senior Staff,2002-06-17,9999-01-01
425345,Michaela,Georgatos,Senior Staff,1991-04-09,2000-09-25
425346,Boalin,Zultner,Staff,1993-08-12,1999-12-30
425348,Goa,Demian,Senior Engineer,1996-04-23,9999-01-01
425349,Adit,Schlegelmilch,Engineer,1997-05-30,1999-03-29
425352,Kamakshi,Gluchowski,Staff,1996-10-03,9999-01-01
425359,Jaideep,Marchegay,Senior Staff,1995-06-07,9999-01-01
425364,Khalid,Gurbaxani,Senior Staff,1991-11-01,9999-01-01
425367,Pranav,Zockler,Senior Staff,1997-09-03,9999-01-01
425371,Gita,Ariola,Senior Engineer,1994-06-21,9999-01-01
425388,Mohammad,Varker,Senior Engineer,1994-02-25,9999-01-01
425389,Zhaofang,Fiutem,Senior Staff,2002-02-04,9999-01-01
425391,Toshiki,Gulak,Senior Engineer,1986-03-01,9999-01-01
425400,Girolamo,Erdmenger,Senior Engineer,1988-05-17,9999-01-01
425402,Jenwei,Stamatiou,Senior Engineer,2001-09-23,9999-01-01
425405,Saeed,Swist,Senior Engineer,1996-04-24,9999-01-01
425413,Nigel,Mungall,Senior Staff,1994-11-05,9999-01-01
425415,Arra,Pietrzykowski,Senior Staff,1997-06-06,9999-01-01
425417,Ayakannu,Peris,Senior Engineer,1998-04-22,9999-01-01
425418,Malu,Hennings,Technique Leader,1998-01-03,9999-01-01
425419,Youngkon,Baezner,Senior Staff,1997-04-10,2002-02-18
425422,Christophe,Gruenwald,Senior Engineer,1998-07-31,9999-01-01
425433,Susumu,Sury,Engineer,2000-01-06,9999-01-01
425436,Geoffry,Gammage,Engineer,1997-01-13,9999-01-01
425438,Uma,Kleiser,Senior Engineer,1992-05-05,9999-01-01
425442,Richara,Iacovou,Engineer,1997-02-02,9999-01-01
425449,Minghong,Goodrum,Engineer,1992-08-24,1997-08-01
425453,Jackson,Restivo,Senior Staff,1992-02-11,9999-01-01
425455,Chandrasekaran,Domenig,Engineer,1998-01-19,9999-01-01
425456,Junsik,Markovitch,Staff,1994-01-29,9999-01-01
425457,Palash,Hebert,Senior Staff,2000-05-03,9999-01-01
425458,Hidekazu,Honiden,Senior Engineer,1986-08-22,9999-01-01
425459,Arie,Peck,Assistant Engineer,1996-08-26,2000-04-09
425462,Keung,Sherertz,Senior Staff,1986-02-13,9999-01-01
425464,Ebbe,Garnick,Senior Engineer,1996-12-05,9999-01-01
425465,Sumali,Michaels,Engineer,1996-10-22,9999-01-01
425473,Giao,Cappelli,Senior Staff,1992-04-01,9999-01-01
425474,Vishwani,England,Senior Staff,1998-12-07,9999-01-01
425475,Subhankar,Zyda,Senior Engineer,1994-09-14,1999-08-05
425477,Florina,Serdy,Senior Staff,1993-03-24,1995-03-18
425482,Jongsuk,Cunliffe,Senior Staff,1992-03-02,9999-01-01
425484,Marsha,Stiles,Engineer,1995-03-03,1995-12-01
425487,Kellyn,Egerstedt,Staff,1998-08-03,9999-01-01
425489,Toshimi,Nicolson,Senior Engineer,1993-05-01,9999-01-01
425504,Insup,Hebert,Senior Staff,1996-05-21,9999-01-01
425511,Odysseas,Mahnke,Senior Engineer,1996-06-12,9999-01-01
425513,Danel,Schiper,Senior Staff,1998-10-30,9999-01-01
425515,Rimon,Luff,Staff,1998-08-03,2000-09-03
425520,Oguz,Gini,Staff,1988-10-13,1996-12-26
425522,Sadun,Cannard,Senior Staff,1996-09-21,9999-01-01
425524,JoAnne,Makinen,Staff,1995-01-25,1995-02-03
425529,Lubomir,Luce,Engineer,1997-09-27,9999-01-01
425532,Pohua,Setia,Staff,1988-09-16,1989-06-29
425539,Tzvetan,Snedden,Senior Engineer,1994-07-09,9999-01-01
425546,Vishv,Flanders,Senior Staff,1998-12-04,9999-01-01
425548,Geoff,Perfilyeva,Senior Engineer,1999-04-12,9999-01-01
425558,Mayumi,Baja,Staff,1989-10-14,1994-08-25
425564,Doowon,Bamford,Senior Engineer,2002-04-08,9999-01-01
425575,Eldridge,Schahn,Senior Engineer,1988-02-04,9999-01-01
425589,Boriana,Heiserman,Technique Leader,1985-06-18,9999-01-01
425599,Faiza,Perz,Senior Engineer,1996-01-08,9999-01-01
425600,Panayotis,Benveniste,Senior Engineer,1999-02-13,9999-01-01
425601,Falguni,Miake,Engineer,1990-05-10,1992-05-04
425602,Shalesh,Wroclawski,Senior Engineer,1998-11-16,9999-01-01
425606,Hairong,Schiper,Senior Staff,1999-03-13,9999-01-01
425608,Krisda,Ratnakar,Senior Staff,1994-10-25,9999-01-01
425611,Naftaly,Roisin,Senior Engineer,1996-09-03,9999-01-01
425612,Babette,Dredge,Senior Staff,1997-05-11,9999-01-01
425618,Shigehiro,Granlund,Senior Staff,1994-07-02,9999-01-01
425621,Suzette,Shumilov,Senior Engineer,1990-12-28,2002-05-20
425622,Huiqun,Kuhnemann,Engineer,1999-05-16,9999-01-01
425625,Surveyors,Morrow,Senior Staff,1988-08-05,9999-01-01
425627,Guadalupe,Sewelson,Senior Staff,1992-05-17,9999-01-01
425636,Danco,Picaronny,Staff,1998-03-06,9999-01-01
425637,Elrique,Kaelbling,Senior Engineer,1997-02-04,9999-01-01
425639,Odysseas,Engelmann,Senior Staff,1995-07-07,9999-01-01
425659,Hirochika,Sinicrope,Engineer,1996-02-08,9999-01-01
425662,Mang,Hettesheimer,Staff,1999-10-06,9999-01-01
425671,Kirk,Rande,Senior Engineer,1998-04-03,9999-01-01
425676,Masaru,Matzov,Senior Staff,2001-03-11,9999-01-01
425681,Sanjeeva,Skafidas,Senior Engineer,1993-04-13,2000-08-06
425683,Thodoros,Valiente,Engineer,1995-08-15,9999-01-01
425689,Arnould,Bernini,Senior Engineer,1996-02-13,9999-01-01
425690,Gadiel,Yavatkar,Engineer,1997-10-11,9999-01-01
425692,Prodip,Tomescu,Senior Engineer,1999-01-27,9999-01-01
425694,Shigehiro,Tsunoo,Assistant Engineer,1986-10-07,1992-08-16
425695,Susanna,Iisaku,Assistant Engineer,1999-06-04,9999-01-01
425703,Neelam,Toyoshima,Engineer,1988-12-08,1993-01-26
425715,Randy,Engberts,Assistant Engineer,1997-03-04,9999-01-01
425719,Leaf,Foote,Senior Staff,2000-10-27,9999-01-01
425725,Mingsen,Osgood,Senior Staff,1998-03-03,9999-01-01
425729,Sreekrishna,Brickell,Engineer,1988-08-23,1990-12-14
425735,Jaewoo,Vanwelkenhuysen,Engineer,1998-08-25,9999-01-01
425742,Martins,Rindone,Senior Staff,2001-02-13,9999-01-01
425758,Anneke,Perelgut,Staff,1996-06-24,9999-01-01
425759,Tiina,Molberg,Senior Staff,1999-10-28,9999-01-01
425760,Candido,Iisaka,Senior Staff,2001-09-18,9999-01-01
425768,Shahab,Anily,Staff,1991-02-21,1993-03-15
425771,Junichi,Ghandeharizadeh,Senior Staff,2001-01-24,9999-01-01
425775,Jahangir,Bridgland,Senior Staff,1990-08-01,9999-01-01
425777,Arup,Ranai,Engineer,1991-01-27,1993-02-15
425779,Rasiah,Bahk,Senior Engineer,1994-06-06,9999-01-01
425785,Przemyslawa,Rijsenbrij,Senior Staff,1987-01-17,9999-01-01
425791,Keung,Ventosa,Senior Engineer,1997-12-27,9999-01-01
425794,Chinhyun,Zucker,Staff,1999-01-22,9999-01-01
425795,Zine,Beetstra,Senior Engineer,1996-12-04,9999-01-01
425796,Billie,Erman,Senior Engineer,1994-01-10,9999-01-01
425803,Clyde,Baek,Engineer,2001-02-09,9999-01-01
425804,Stamatina,Lortz,Senior Engineer,1990-04-12,9999-01-01
425806,Aemilian,Limongiello,Staff,1997-02-19,9999-01-01
425808,Lakshmi,Miculan,Senior Engineer,1999-02-16,9999-01-01
425812,Toshiko,Azulay,Staff,1995-11-25,1996-07-13
425813,Gou,Hainaut,Senior Engineer,1991-10-21,9999-01-01
425817,Cedric,Berstel,Senior Engineer,1991-03-03,9999-01-01
425818,Aris,Shiratori,Senior Engineer,1999-05-17,9999-01-01
425819,Muzhong,Oberman,Senior Staff,1994-05-22,2002-03-27
425821,Vidar,Narwekar,Senior Staff,1985-06-28,9999-01-01
425822,Kayoko,Candan,Staff,1995-01-16,2001-06-21
425826,Mingzeng,Papsdorf,Senior Staff,1991-03-21,1999-12-27
425831,Baocai,Mapelli,Senior Staff,1990-04-14,9999-01-01
425836,Alois,Schnabel,Senior Engineer,1993-09-13,9999-01-01
425840,Doohun,Hambrick,Engineer,1998-07-20,9999-01-01
425846,Kazuhisa,Ambroszkiewicz,Engineer,1997-12-17,9999-01-01
425849,Elzbieta,Oskamp,Senior Engineer,1995-04-28,9999-01-01
425863,Jasminko,Vingron,Staff,1995-04-30,9999-01-01
425865,Yechezkel,Emmart,Senior Engineer,1990-06-10,9999-01-01
425866,Moti,Schonegge,Senior Staff,1997-07-12,9999-01-01
425871,Weiye,Gimbel,Senior Staff,1998-03-29,9999-01-01
425876,Ingemar,Buescher,Senior Engineer,1993-02-04,9999-01-01
425880,Faiza,Mitzlaff,Engineer,1996-08-03,1998-07-12
425882,Akemi,DasSarma,Senior Staff,1992-04-25,9999-01-01
425886,Kirk,Solares,Staff,1998-02-02,9999-01-01
425889,Duri,Swift,Senior Engineer,1993-03-13,9999-01-01
425890,Arunas,Bolsens,Engineer,1988-06-10,1992-12-01
425893,Remco,Sadowski,Senior Engineer,1998-04-05,2000-11-04
425894,Miomir,Plessier,Engineer,1999-02-21,9999-01-01
425911,Tommaso,Gips,Senior Staff,1999-05-07,9999-01-01
425914,Ishfaq,Melter,Engineer,1996-11-04,9999-01-01
425916,Horward,Ramras,Senior Staff,1993-04-24,9999-01-01
425922,Arfst,Luks,Senior Staff,1996-08-30,9999-01-01
425925,Utz,Speek,Engineer,1992-12-31,1996-05-12
425928,Arup,Shiratori,Engineer,1997-10-13,9999-01-01
425932,Saeed,Piancastelli,Staff,1999-01-26,1999-01-31
425940,Dzung,Waymire,Engineer,1996-06-20,2000-01-14
425942,Frazer,Litvinov,Senior Staff,1989-06-04,9999-01-01
425948,Bikash,Matzke,Senior Engineer,1998-06-11,9999-01-01
425960,Elliott,Terkki,Senior Staff,1997-07-06,9999-01-01
425967,Aleksandar,Stanfel,Technique Leader,1992-11-20,9999-01-01
425972,Arch,Vrecion,Staff,1991-09-11,1992-06-08
425973,Satoru,Jeansoulin,Senior Staff,1995-10-03,9999-01-01
425976,Bikash,Dulay,Staff,1996-04-07,9999-01-01
425983,Anwar,Verhoeff,Senior Staff,1993-11-26,1999-06-23
425990,Zhilian,Pell,Senior Staff,1997-02-13,9999-01-01
425993,Eben,Porotnikoff,Senior Staff,1996-02-23,9999-01-01
425994,Douadi,Baez,Senior Staff,1992-06-18,9999-01-01
425998,Guiseppe,Brandsma,Senior Engineer,1998-09-12,9999-01-01
426006,Boutros,Serdy,Senior Staff,1999-08-19,9999-01-01
426009,Sugwoo,Shiratori,Senior Engineer,1997-09-20,9999-01-01
426020,Rafail,Schaap,Engineer,1994-01-26,1997-08-14
426024,Oscal,Impagliazzo,Senior Staff,1999-05-30,9999-01-01
426028,Nimmagadda,Fasbender,Staff,1997-04-05,9999-01-01
426030,Prodip,Straney,Senior Engineer,1992-07-31,9999-01-01
426043,Akeno,Jansch,Senior Staff,1998-02-18,2002-07-07
426048,Eran,Bultermann,Senior Engineer,1990-06-06,1991-08-06
426052,Manohar,Morrow,Senior Staff,1999-01-02,9999-01-01
426056,Werner,Ferriere,Staff,1994-12-18,9999-01-01
426058,Kristin,Sifakis,Senior Staff,1991-12-09,9999-01-01
426062,Shaowen,Zolotykh,Senior Staff,1996-07-26,9999-01-01
426068,Katsuyuki,Marsiglia,Senior Engineer,1995-06-30,9999-01-01
426076,Rildo,Brodie,Senior Staff,1998-03-18,2000-06-14
426081,Zdislav,Cappelli,Senior Staff,1994-06-30,9999-01-01
426090,Weiru,Falck,Senior Staff,1993-07-31,9999-01-01
426091,Patricio,Raney,Senior Engineer,1993-01-26,9999-01-01
426092,Weijing,Delaune,Senior Engineer,1996-08-25,9999-01-01
426093,Yoshinari,Koshino,Staff,1988-07-21,1991-06-19
426098,Kaijung,Nitsche,Engineer,1998-12-23,2000-05-31
426099,Alair,Sherertz,Staff,2000-02-01,9999-01-01
426100,Zhenbing,Itzigehl,Engineer,1996-05-13,1996-07-18
426111,Cordelia,Schoegge,Engineer,1988-12-25,1993-09-19
426119,Karsten,Herbst,Senior Staff,1985-02-18,9999-01-01
426121,Nikolaus,Joslin,Technique Leader,1991-04-21,9999-01-01
426127,Martial,Waeselynck,Senior Staff,1991-08-20,9999-01-01
426131,Giao,Miculan,Staff,1998-04-23,9999-01-01
426133,Jeanne,Roccetti,Staff,1999-04-01,9999-01-01
426134,Koichi,Schmittgen,Senior Engineer,1989-08-21,2001-08-29
426139,Aram,Scallan,Senior Engineer,1997-08-07,9999-01-01
426141,Kiyotoshi,Rettelbach,Senior Staff,2001-09-02,9999-01-01
426144,Yagil,Siksek,Engineer,1999-05-07,2002-03-06
426147,Arne,Viele,Staff,1997-02-21,9999-01-01
426152,Mansur,Laventhal,Senior Staff,1998-06-12,2000-01-25
426163,Haldun,Babu,Engineer,1995-12-25,9999-01-01
426174,Youjian,Gips,Senior Staff,2001-12-31,9999-01-01
426178,Muzhong,Orlowska,Senior Staff,1992-09-11,9999-01-01
426182,Shuho,Malinowski,Staff,1995-08-25,9999-01-01
426186,Elzbieta,Peris,Staff,1999-10-22,9999-01-01
426187,Josyula,Mawatari,Senior Engineer,1994-10-24,9999-01-01
426193,Huiqun,Rattan,Senior Staff,1994-03-23,9999-01-01
426198,True,Schwaller,Senior Staff,1996-04-27,9999-01-01
426205,Indrajit,Herath,Engineer,1998-12-11,2002-05-09
426211,Elrique,Naumovich,Engineer,1998-09-25,1999-09-20
426215,Shushma,Rajala,Senior Engineer,2002-06-25,9999-01-01
426230,Ipke,Nannarelli,Engineer,1999-01-03,9999-01-01
426233,Susanna,Sidje,Senior Engineer,1998-06-05,9999-01-01
426236,Gretta,Ambroszkiewicz,Senior Staff,1999-01-07,9999-01-01
426237,Geoff,Matzen,Technique Leader,1992-12-13,9999-01-01
426238,Ekawit,Pollock,Engineer,1997-08-11,9999-01-01
426250,Somnath,Hmelo,Engineer,1992-01-22,1998-06-06
426254,Jenwei,Kornyak,Senior Engineer,1996-06-30,9999-01-01
426258,Ger,Kleiser,Assistant Engineer,1996-01-22,1997-12-18
426260,Yurii,Buescher,Staff,1998-12-24,2002-04-17
426264,Duri,Woycyznski,Senior Engineer,1998-01-14,9999-01-01
426267,Licheng,Beausoleil,Senior Engineer,1991-05-09,1992-01-21
426270,Gopalakrishnan,Sudkamp,Technique Leader,1991-08-31,9999-01-01
426274,Valdiodio,Pillow,Senior Engineer,2002-05-06,9999-01-01
426275,Froduald,Masada,Senior Engineer,1997-09-19,9999-01-01
426285,Giap,Capobianchi,Senior Staff,2001-11-12,9999-01-01
426290,Serenella,Slobodova,Engineer,1998-11-22,9999-01-01
426293,Marsha,Perz,Staff,1991-04-09,1993-07-11
426304,Hauke,Frolund,Engineer,1997-05-31,9999-01-01
426305,Nitsan,Arlazarov,Staff,1999-10-27,9999-01-01
426309,Guangming,Junet,Senior Staff,2000-02-17,9999-01-01
426321,Dines,Ventosa,Senior Staff,1992-07-01,9999-01-01
426322,Abdulah,Farrag,Senior Engineer,1999-12-25,9999-01-01
426326,Kazuhiro,Bahr,Senior Engineer,2001-11-26,9999-01-01
426327,Aron,Norsworthy,Staff,1997-04-05,9999-01-01
426329,Jixiang,Morrin,Senior Engineer,1998-05-13,2001-07-14
426332,Shih,Frijda,Senior Staff,1989-06-06,9999-01-01
426346,Ranga,Petersohn,Senior Engineer,1998-06-11,9999-01-01
426349,Alassane,Kaelbling,Senior Engineer,1986-11-07,9999-01-01
426351,Adam,Kakkar,Engineer,1999-09-28,9999-01-01
426352,Mandell,Feinberg,Staff,1992-05-19,1994-12-23
426366,Demos,Uhrig,Staff,1996-05-14,9999-01-01
426370,Shugo,Kavanagh,Senior Engineer,2001-07-15,9999-01-01
426372,Shmuel,Jording,Senior Staff,1999-02-03,9999-01-01
426375,Suzette,Gerteisen,Senior Engineer,1993-03-09,9999-01-01
426376,Zhiguo,Mawatari,Staff,1994-04-06,1998-03-14
426386,Filipp,Hutton,Senior Staff,2000-12-22,9999-01-01
426387,Filipe,Paludetto,Staff,1999-08-26,9999-01-01
426388,Yishai,Berstel,Staff,1999-02-17,9999-01-01
426389,Chuanyi,Ellozy,Engineer,1995-05-08,9999-01-01
426394,Margo,Pettit,Senior Staff,1995-06-26,9999-01-01
426399,Elvia,Heusch,Technique Leader,1996-12-02,9999-01-01
426400,Poorav,Huttel,Senior Staff,1991-07-08,9999-01-01
426401,Dmitri,Staelin,Senior Engineer,1987-10-03,9999-01-01
426405,Urs,Lorcy,Senior Engineer,1995-06-10,9999-01-01
426408,Sadun,Anger,Assistant Engineer,1999-05-06,9999-01-01
426409,Sachin,Zaiane,Senior Engineer,1989-07-24,9999-01-01
426411,Renny,Kowalchuk,Senior Staff,2000-02-15,9999-01-01
426413,King,Benzmuller,Senior Engineer,1991-02-17,9999-01-01
426416,Dante,Hofting,Senior Engineer,2000-02-14,2002-04-28
426417,Alenka,Cardazo,Senior Staff,1994-08-02,9999-01-01
426428,Aloke,Bierbaum,Staff,1998-09-10,9999-01-01
426437,Isamu,Lanphier,Senior Engineer,1999-11-03,9999-01-01
426446,Weijing,Lung,Senior Staff,1999-06-02,9999-01-01
426449,Pragnesh,Waschkowski,Senior Engineer,1995-03-05,9999-01-01
426450,Aiman,Shackell,Senior Engineer,1994-07-16,9999-01-01
426451,Rosine,Lamba,Staff,1998-08-07,9999-01-01
426452,Valter,Khalil,Engineer,1997-04-13,2001-12-08
426453,Munir,Coorg,Engineer,1997-09-13,9999-01-01
426454,Sanjoy,Bahl,Senior Engineer,2000-06-26,9999-01-01
426457,Mohit,Benzaken,Senior Staff,1998-01-01,2000-06-06
426462,Premsyl,Paciorek,Senior Staff,1995-12-10,9999-01-01
426465,Radhika,Pollacia,Engineer,1997-06-23,9999-01-01
426466,Bikash,Andreotta,Senior Staff,1985-03-04,9999-01-01
426485,Satyanarayana,Lampe,Senior Engineer,1989-11-27,9999-01-01
426488,Anoosh,Brendel,Senior Staff,1999-04-29,2000-11-09
426489,Stepehn,Cronin,Engineer,1999-11-30,2000-06-22
426493,Pragnesh,Lanzelotte,Staff,1998-02-27,2001-07-26
426500,Gian,Hockney,Senior Engineer,1997-05-09,9999-01-01
426504,Ronghao,Lichtman,Senior Engineer,1998-12-21,9999-01-01
426511,Oddvar,Polupanov,Senior Staff,1999-01-06,9999-01-01
426513,Shan,DuBourdieux,Engineer,1994-11-30,9999-01-01
426518,Marek,Turnbull,Senior Staff,1996-05-12,9999-01-01
426519,Kwee,Wossner,Senior Staff,1994-03-07,9999-01-01
426528,Paraskevi,Basagni,Senior Staff,1991-02-17,1999-06-09
426531,Ioana,Fujisawa,Senior Staff,1998-12-09,1999-08-18
426532,Palash,Zucker,Senior Staff,2001-12-27,9999-01-01
426533,Aleksandar,Steenbeek,Senior Staff,1997-04-24,9999-01-01
426542,Hein,Slaats,Senior Engineer,1986-05-18,9999-01-01
426544,Ortrun,Lores,Senior Engineer,1996-02-24,9999-01-01
426550,Zdislav,Tetzlaff,Senior Engineer,1993-02-09,9999-01-01
426554,Charmane,Veevers,Senior Staff,2002-07-03,9999-01-01
426560,Tremaine,Baar,Senior Engineer,1994-11-03,9999-01-01
426570,Tamiya,Koshino,Staff,1997-04-10,9999-01-01
426573,Hausi,Gonthier,Senior Staff,1987-07-27,9999-01-01
426574,Mariusz,Speckmann,Senior Staff,1986-10-22,2002-04-13
426576,Doohun,Kornyak,Staff,1998-02-23,9999-01-01
426579,Odinaldo,Anily,Senior Engineer,1988-06-17,9999-01-01
426583,Alexius,Chimia,Staff,1985-05-21,1990-06-08
426584,Niranjan,Flasterstein,Staff,1995-06-14,9999-01-01
426586,Uta,Camarinopoulos,Senior Staff,2000-06-08,9999-01-01
426589,Mana,Hofstetter,Senior Engineer,1995-08-19,9999-01-01
426592,Alois,Quaggetto,Senior Staff,1994-09-09,9999-01-01
426593,Masami,Fontan,Engineer,1997-12-11,1998-05-24
426595,Manton,Bolotov,Engineer,1998-01-02,9999-01-01
426597,Zeljko,Docker,Engineer,1994-12-14,1996-09-18
426598,Rance,Demizu,Senior Engineer,1996-03-17,9999-01-01
426606,Adhemar,Range,Senior Staff,1996-05-19,9999-01-01
426613,Parviz,Kruskal,Senior Engineer,1996-08-25,9999-01-01
426614,Elliott,Jullig,Senior Engineer,1992-01-14,9999-01-01
426623,Yifei,Cochrane,Senior Staff,1993-08-28,9999-01-01
426635,Augustine,Hashii,Engineer,1998-12-30,9999-01-01
426637,Willard,Kemmerer,Senior Staff,1995-10-16,9999-01-01
426645,Dietrich,Massonet,Engineer,1990-01-03,1990-10-28
426648,Masako,Vilarrasa,Senior Engineer,1994-09-01,9999-01-01
426650,Uzi,Lund,Senior Staff,1996-11-20,9999-01-01
426656,Itzchak,Pappas,Technique Leader,1997-03-27,9999-01-01
426662,Gino,Isaak,Senior Staff,1998-01-16,9999-01-01
426663,Palash,Fetvedt,Engineer,1992-11-14,1996-02-17
426664,Luisa,Hartvigsen,Senior Engineer,1986-06-19,9999-01-01
426666,Francesca,Willoner,Senior Engineer,1997-08-27,9999-01-01
426667,Mart,Varley,Senior Staff,2002-06-24,9999-01-01
426669,Arup,Blokdijk,Senior Staff,1998-06-25,9999-01-01
426670,Lenore,Oxenboll,Senior Engineer,1999-12-11,9999-01-01
426672,Hongzue,Yurov,Senior Engineer,1994-05-02,1996-07-13
426676,Billur,Baik,Senior Engineer,1995-08-07,9999-01-01
426677,Waiman,Lorie,Engineer,1999-08-07,9999-01-01
426679,Zita,Ranze,Engineer,1999-12-14,9999-01-01
426682,Przemyslawa,Ozeri,Assistant Engineer,1988-09-26,1992-08-10
426684,Neven,Sridhar,Senior Staff,1990-06-22,9999-01-01
426685,Taisook,Geffroy,Engineer,1999-01-03,9999-01-01
426687,Gila,Spelt,Staff,1993-11-18,1996-05-26
426690,Aluzio,Klyachko,Senior Engineer,1995-01-12,9999-01-01
426699,Mountaz,Ratzlaff,Senior Engineer,1995-04-17,9999-01-01
426701,Shem,Mandelberg,Senior Engineer,1996-05-10,9999-01-01
426702,Gaurav,Dusink,Senior Staff,1999-03-28,9999-01-01
426720,Atreyi,Francisci,Senior Engineer,1998-12-05,9999-01-01
426723,Shmuel,Rosis,Staff,1996-08-30,9999-01-01
426735,Dulce,Fujisaki,Staff,1989-08-14,1994-05-28
426736,Ortrud,Neimat,Senior Staff,1997-11-07,9999-01-01
426740,Clyde,Brendel,Engineer,1993-08-30,1997-08-10
426742,Toshiko,Swick,Engineer,1998-08-22,9999-01-01
426746,Maren,Servi,Staff,1992-06-12,1997-04-11
426758,Gift,Rouquie,Engineer,1989-01-27,1996-03-20
426760,Narain,Garnier,Engineer,1997-04-11,9999-01-01
426761,Stein,Figueira,Engineer,1995-09-17,9999-01-01
426772,Morris,Gunderson,Staff,1995-03-04,9999-01-01
426775,Munehiko,Rosaz,Engineer,1995-03-23,1995-10-26
426782,Genki,Steinauer,Senior Staff,1991-08-05,9999-01-01
426783,Sahrah,Cyne,Senior Engineer,1998-04-08,9999-01-01
426787,Gro,Katiyar,Senior Engineer,1990-12-04,1997-08-22
426791,Alair,Irland,Senior Staff,1995-05-04,9999-01-01
426798,Adel,Himler,Senior Staff,1997-08-20,9999-01-01
426799,Hatim,Keirsey,Senior Staff,1993-12-30,9999-01-01
426803,Lakshmi,Murthy,Senior Engineer,1999-03-14,2001-03-15
426804,Berni,Merle,Senior Engineer,1992-09-08,9999-01-01
426805,Henk,Marshall,Engineer,1999-09-06,9999-01-01
426807,Maik,Pramanik,Senior Engineer,1994-12-13,9999-01-01
426809,Jiann,Spieker,Senior Engineer,1999-12-07,9999-01-01
426810,Raimond,Piazza,Senior Engineer,1989-10-18,9999-01-01
426813,Guther,Dulli,Senior Staff,1993-07-21,9999-01-01
426815,Bowen,Eugenio,Staff,1999-04-13,9999-01-01
426817,Marlo,Deyuan,Engineer,1992-11-08,2001-03-27
426820,Masanao,Yemenis,Engineer,1997-05-17,9999-01-01
426828,Willard,Gomatam,Senior Staff,1998-06-16,9999-01-01
426836,Djenana,Fadgyas,Senior Staff,2002-04-30,9999-01-01
426837,Changho,Parhami,Senior Staff,2000-12-13,9999-01-01
426841,Otilia,Mondadori,Senior Engineer,1994-02-05,9999-01-01
426844,Yuichiro,Kaltofen,Senior Staff,1988-08-22,9999-01-01
426849,Dietrich,Suermann,Staff,1997-11-11,9999-01-01
426853,Denny,Ouhyoung,Staff,2000-01-11,9999-01-01
426858,Phillip,Isaac,Senior Staff,2000-01-09,9999-01-01
426859,Jeanne,Collavizza,Technique Leader,1986-05-28,1992-06-10
426863,Sajjad,Wielonsky,Senior Staff,1995-11-22,1997-12-01
426864,Dines,Rissanen,Senior Engineer,2002-05-08,9999-01-01
426865,Demos,Krohn,Senior Engineer,1996-02-25,9999-01-01
426866,Trygve,Masamoto,Staff,1996-10-16,9999-01-01
426878,Valery,Akazan,Senior Engineer,2001-11-04,9999-01-01
426885,Oguz,Kroft,Senior Staff,1999-09-13,9999-01-01
426888,Lijie,Sadowsky,Senior Staff,2001-09-16,9999-01-01
426890,Tran,Karcich,Senior Staff,1991-10-07,9999-01-01
426893,Moon,Kornyak,Senior Engineer,2002-03-21,9999-01-01
426895,Xiaoshan,Francisci,Senior Engineer,1996-02-15,2000-08-23
426908,Christophe,Steenbeek,Staff,1995-08-02,9999-01-01
426911,Henk,Pfau,Engineer,1993-12-28,1997-09-29
426916,Sadun,Dredge,Senior Staff,1999-03-09,9999-01-01
426918,Gonzalo,Swan,Senior Staff,2000-07-30,9999-01-01
426922,Leucio,Cesareni,Senior Staff,1993-05-23,9999-01-01
426926,Khalil,Fioravanti,Senior Staff,1997-03-07,9999-01-01
426937,Utz,Peroz,Senior Engineer,1993-09-27,9999-01-01
426939,Mohammed,Michaeli,Senior Engineer,1996-03-07,9999-01-01
426947,Koichi,Chappelet,Senior Engineer,1999-04-16,9999-01-01
426948,Stella,Waymire,Senior Staff,1991-05-11,9999-01-01
426952,Susanne,Masada,Senior Engineer,1988-08-28,9999-01-01
426954,Radoslaw,Wilfing,Senior Staff,2000-06-26,2001-05-31
426963,Kwun,Cardazo,Engineer,1998-11-30,2001-04-15
426966,Martina,Vendrig,Staff,1999-09-25,9999-01-01
426971,Gro,Ellozy,Staff,1998-10-30,9999-01-01
426972,Kwangho,Morrin,Technique Leader,1999-11-04,9999-01-01
426974,Jixiang,Rohrbach,Senior Staff,1996-11-25,2000-12-02
426980,Dhritiman,Ushiama,Senior Staff,1998-11-13,9999-01-01
426982,Chuanyi,Lorch,Senior Staff,2000-12-21,9999-01-01
426988,Zito,Zucker,Technique Leader,1987-12-18,1989-11-14
426993,Matk,Luon,Engineer,1990-12-25,1993-05-03
426994,Zito,Nyanchama,Senior Staff,1995-02-02,9999-01-01
426995,Rasikan,Spelt,Senior Staff,1994-11-05,9999-01-01
427000,Hercules,Kaltofen,Staff,1998-11-22,9999-01-01
